,Discharge,Rainfall,Sediment_Yield,Days_in_Month,Monthly_Sediment_Yield_tons_ha
2015-01-01,25.723217741935485,0.0,0.011891465955334989,31,0.36863544461538467
2015-02-01,22.016951785714287,0.0,0.003645609428571429,28,0.10207706400000001
2015-03-01,20.14384935483871,37.300000000000004,0.0021955198399503722,31,0.06806111503846154
2015-04-01,20.62753133333333,6.9,0.0023046620884615383,30,0.06913986265384615
2015-05-01,38.70237290322581,255.3,0.021701476367866006,31,0.6727457674038462
2015-06-01,74.24910633333334,239.6,0.06143286466730769,30,1.8429859400192308
2015-07-01,135.9735912903226,393.8,0.17535682822890822,31,5.436061675096155
2015-08-01,158.56406129032257,401.7,0.2214957590508685,31,6.866368530576923
2015-09-01,112.996544,201.4,0.12982283968846156,30,3.894685190653847
2015-10-01,63.64238741935484,107.9,0.046926184192928044,31,1.4547117099807694
2015-11-01,58.304152,31.2,0.04158316244423077,30,1.247494873326923
2015-12-01,37.70915290322581,28.1,0.02292593954962779,31,0.7107041260384616
2016-01-01,28.501788387096774,0.0,0.014796602341191067,31,0.4586946725769231
2016-02-01,21.74744172413793,6.9,0.004495943996021221,29,0.1303823758846154
2016-03-01,20.70358387096774,40.7,0.002479558265508685,31,0.07686630623076923
2016-04-01,16.962486666666667,35.0,0.0018235298942307695,30,0.05470589682692308
2016-05-01,40.149706774193554,264.2,0.024430088746898265,31,0.7573327511538462
2016-06-01,68.35177733333333,313.7,0.056228938009615384,30,1.6868681402884615
2016-07-01,189.10039032258067,402.0,0.281309837382134,31,8.720604958846154
2016-08-01,160.9270016129032,379.3,0.22468609940136477,31,6.965269081442308
2016-09-01,136.696254,294.0,0.1735933535653846,30,5.207800606961539
2016-10-01,73.81384677419355,138.0,0.06018541894540943,31,1.8657479873076923
2016-11-01,41.80294033333333,13.0,0.02630185467403846,30,0.7890556402211538
2016-12-01,27.51451064516129,0.0,0.014053087178039705,31,0.43564570251923085
2017-01-01,22.766595161290322,0.0,0.0069447126271712165,31,0.2152860914423077
2017-02-01,23.652473214285717,41.199999999999996,0.008239462751373628,28,0.23070495703846158
2017-03-01,18.85334,14.399999999999999,0.003110497682382134,31,0.09642542815384615
2017-04-01,22.622735,100.7,0.006115141834615385,30,0.18345425503846155
2017-05-01,45.76907580645161,224.1,0.030218786609181144,31,0.9367823848846155
2017-06-01,84.31275699999999,304.3,0.0770290720875,30,2.310872162625
2017-07-01,198.5174064516129,355.1,0.30640278634615387,31,9.498486376730769
2017-08-01,167.8326677419355,541.4,0.23699268993796527,31,7.346773388076923
2017-09-01,162.67975333333334,288.6,0.2350353958269231,30,7.051061874807693
2017-10-01,87.74261903225806,212.1,0.07961739592555832,31,2.468139273692308
2017-11-01,59.613916333333336,45.0,0.047727436655769236,30,1.431823099673077
2017-12-01,30.939853548387095,1.2,0.01696784152667494,31,0.5260030873269231
2018-01-01,24.105495483870968,0.0,0.008217917207196031,31,0.25475543342307694
2018-02-01,21.156185357142856,12.399999999999999,0.004277469307005495,28,0.11976914059615384
2018-03-01,18.613384193548388,12.3,0.002690115688585608,31,0.08339358634615385
2018-04-01,18.493985666666667,63.0,0.003057259725,30,0.09171779175
2018-05-01,34.46621612903226,110.9,0.0176876385130273,31,0.5483167939038462
2018-06-01,97.92034333333332,348.7,0.10196840826346154,30,3.0590522479038462
2018-07-01,152.88283870967743,493.3,0.20911546655397023,31,6.482579463173077
2018-08-01,157.3272870967742,456.1,0.21913735888027297,31,6.793258125288462
2018-09-01,157.76400999999998,213.7,0.22433051959615385,30,6.729915587884616
2018-10-01,65.08295838709677,76.5,0.04777094012717122,31,1.4808991439423078
2018-11-01,46.24854666666667,66.4,0.03031050390576923,30,0.9093151171730769
2018-12-01,31.540266774193547,9.5,0.017584092122828784,31,0.5451068558076924
